,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
87,88,Jul 7,False,CHW,"L,7-8",8.0,9,8,7,1,4,10,2,1,4.67,39,140,89,6,3,1,0,34,3,0,0,0,0,0,0,5,Doug Eddings,"J.Montgomery (4-57), J.Romero (2), A.Pallante (3-BSv), K.Leahy (99-BL), C.Stratton (0)"
88,89,Jul 8,False,CHW,"W,3-0",9.0,7,0,0,0,0,9,0,0,4.61,34,131,96,0,0,0,0,34,0,0,0,0,0,0,0,3,Lance Barrett,"M.Mikolas (4-75-W), G.Gallegos (1-H), J.Hicks (1-Sv)"
89,90,Jul 9,False,CHW,"W,4-3",10.0,5,3,0,3,2,15,0,0,4.55,38,141,100,3,1,0,0,34,1,0,0,1,1,2,1,5,Alfonso Márquez,"S.Matz (3-71), D.Hudson (3-H), G.Cabrera (4-BSv), C.Stratton (1), J.Romero (1-W)"
90,91,Jul 14 susp,True,WSN,"L,5-7",10.0,8,7,5,2,2,8,0,0,4.55,40,149,98,2,2,3,1,38,1,0,0,0,0,1,1,6,Bill Miller,"M.Mikolas (5-61), A.Pallante (6), C.Stratton (4), J.Romero (4), G.Gallegos (5), J.Hicks (5-L)"
91,92,Jul 15,True,WSN,"W,9-6",9.0,11,6,6,0,3,9,2,1,4.57,42,169,111,3,1,0,0,36,5,0,0,1,1,0,0,3,Brian Walsh,"S.Matz (5-40), D.Hudson (5-W), G.Cabrera (5)"
92,93,Jul 16,True,WSN,"W,8-4",9.0,4,4,4,0,5,9,1,0,4.56,36,144,94,2,1,1,0,31,2,1,0,0,0,0,0,4,Roberto Ortiz,"J.Flaherty (9-58-W), C.Stratton (1), K.Leahy (8), J.Romero (1)"
93,94,Jul 17,True,MIA,"W,6-4",9.0,12,4,4,0,1,4,2,1,4.56,40,142,93,3,0,0,0,38,2,0,0,0,0,0,1,4,Todd Tichenor,"M.Mikolas (2-49-W), R.Tepera (64-H), G.Gallegos (2-H), J.Hicks (2-Sv)"
94,95,Jul 18,True,MIA,"W,5-2",10.0,11,2,2,0,2,13,0,0,4.53,42,155,107,0,0,1,0,39,0,1,0,0,1,0,1,5,Tony Randazzo,"J.Montgomery (10-59), C.Stratton (1), G.Gallegos (0), J.Hicks (0), J.Romero (1-W)"
95,96,Jul 19,True,MIA,"W,6-4",9.0,12,4,4,0,1,4,1,0,4.52,38,166,110,1,0,0,0,37,2,0,0,0,0,0,2,5,Alex Tosi,"D.Hudson (3-42), Z.Thompson (79-W), A.Pallante (4-H), R.Tepera (1-H), C.Stratton (0-Sv)"
96,97,Jul 20,False,CHC,"W,7-2",9.0,6,2,2,0,4,8,0,1,4.49,38,171,101,3,0,0,0,33,2,2,0,0,0,0,0,5,Jansen Visconti,"S.Matz (4-62-W), A.Pallante (0), K.Leahy (3), J.Romero (1-H), G.Gallegos (1)"
97,98,Jul 21,False,CHC,"L,3-4",8.0,9,4,4,0,1,8,2,0,4.49,34,136,88,0,0,1,0,33,2,0,0,0,0,0,0,3,Ron Kulpa,"J.Flaherty (4-45-L), A.Pallante (0), C.Stratton (1)"
98,99,Jul 22,False,CHC,"L,6-8",8.0,15,8,8,0,5,8,0,1,4.53,44,187,115,2,1,2,0,38,3,0,0,0,0,0,0,4,Cory Blaser,"M.Mikolas (4-27), Z.Thompson (2-BL), D.VerHagen (20), D.Hudson (2)"
